news_source,agree_disagree,bias_rating,news_source_internal_url,agree,disagree,perc_agree,rating_num
Bolts,agree disagree 79/40,left,https://www.allsides.com/news-source/bolts-media-bias,79,40,0.6638655462184874,1.0
Bonner County Daily Bee,agree disagree 38/40,center,https://www.allsides.com/news-source/bonner-county-daily-bee-media-bias,38,40,0.48717948717948717,3.0
Bonnie Kristian,agree disagree 114/113,center,https://www.allsides.com/news-source/bonnie-kristian-media-bias,114,113,0.5022026431718062,3.0
Border Report,agree disagree 46/46,center,https://www.allsides.com/news-source/borderreport-media-bias,46,46,0.5,3.0
Boston 25 News,agree disagree 48/45,center,https://www.allsides.com/news-source/boston-25-news-media-bias,48,45,0.5161290322580645,3.0
Boston Herald,agree disagree 842/654,right-center,https://www.allsides.com/news-source/boston-herald-media-bias,842,654,0.5628342245989305,4.0
Boston Review,agree disagree 176/165,left-center,https://www.allsides.com/news-source/boston-review-media-bias,176,165,0.5161290322580645,2.0
Boston.com,agree disagree 41/44,center,https://www.allsides.com/news-source/bostoncom-media-bias,41,44,0.4823529411764706,3.0
Bowling Green Daily News,agree disagree 742/771,left-center,https://www.allsides.com/news-source/bowling-green-daily-news,742,771,0.4904163912756114,2.0
Box Elder News Journal,agree disagree 37/42,center,https://www.allsides.com/news-source/box-elder-news-journal-media-bias,37,42,0.46835443037974683,3.0
Bozeman Daily Chronicle,agree disagree 42/47,center,https://www.allsides.com/news-source/bozeman-daily-chronicle-media-bias,42,47,0.47191011235955055,3.0
Brad Parscale,agree disagree 175/147,right,https://www.allsides.com/news-source/brad-parscale-media-bias,175,147,0.5434782608695652,5.0
Brad Polumbo,agree disagree 60/81,right-center,https://www.allsides.com/news-source/brad-polumbo-media-bias,60,81,0.425531914893617,4.0
Brad Raffensperger,agree disagree 114/133,right-center,https://www.allsides.com/news-source/brad-raffensperger-media-bias,114,133,0.46153846153846156,4.0
Brandon Rennels,agree disagree 108/108,left-center,https://www.allsides.com/news-source/brandon-rennels-media-bias,108,108,0.5,2.0
Braver Angels,agree disagree 93/94,allsides,https://www.allsides.com/news-source/braver-angels-media-bias-0,93,94,0.49732620320855614,
Braver Angels,agree disagree 251/221,allsides,https://www.allsides.com/news-source/braver-angels-media-bias,251,221,0.5317796610169492,
Breitbart News,agree disagree 45232/12421,right,https://www.allsides.com/news-source/breitbart,45232,12421,0.7845558774044716,5.0
Brennan Center for Justice,agree disagree 146/103,left-center,https://www.allsides.com/news-source/brennan-center-justice-media-bias,146,103,0.5863453815261044,2.0
Brent Bozell,agree disagree 420/438,right,https://www.allsides.com/news-source/brent-bozell,420,438,0.48951048951048953,5.0
Bret Stephens,agree disagree 470/543,right-center,https://www.allsides.com/news-source/bret-stephens,470,543,0.46396841066140176,4.0
Brett Loyd,agree disagree 21/16,center,https://www.allsides.com/news-source/brett-loyd-media-bias,21,16,0.5675675675675675,3.0
Briahna Joy Gray,agree disagree 48/19,left,https://www.allsides.com/news-source/briahna-joy-gray-media-bias,48,19,0.7164179104477612,1.0
Bridge Alliance,agree disagree 107/110,left-center,https://www.allsides.com/news-source/bridge-alliance-media-bias,107,110,0.4930875576036866,2.0
Bridgemi.com,agree disagree 273/235,center,https://www.allsides.com/news-source/bridgemicom-media-bias,273,235,0.5374015748031497,3.0
BridgeUSA,agree disagree 56/54,allsides,https://www.allsides.com/news-source/bridgeusa-media-bias,56,54,0.509090909090909,
Bridging Divides Initiative,agree disagree 36/36,center,https://www.allsides.com/news-source/bridging-divides-initiative-media-bias,36,36,0.5,3.0
Brookings Institution,agree disagree 3183/2391,center,https://www.allsides.com/news-source/brookings-institute,3183,2391,0.5710441334768568,3.0
Brown Girl Magazine,agree disagree 247/140,left,https://www.allsides.com/news-source/brown-girl-magazine-media-bias,247,140,0.6382428940568475,1.0
Brownstone Institute,agree disagree 173/259,right,https://www.allsides.com/news-source/brownstone-institute-media-bias,173,259,0.40046296296296297,5.0
Bruce Golding,agree disagree 50/79,right-center,https://www.allsides.com/news-source/bruce-golding-media-bias,50,79,0.3875968992248062,4.0
Bruce Yandle,agree disagree 86/95,center,https://www.allsides.com/news-source/bruce-yandle-media-bias,86,95,0.47513812154696133,3.0
Brush News-Tribune,agree disagree 44/40,center,https://www.allsides.com/news-source/brush-news-tribune-media-bias,44,40,0.5238095238095238,3.0
Burlington County Times,agree disagree 39/37,center,https://www.allsides.com/news-source/burlington-county-times-media-bias,39,37,0.5131578947368421,3.0
Burlington Free Press,agree disagree 36/43,center,https://www.allsides.com/news-source/burlington-free-press-media-bias,36,43,0.45569620253164556,3.0
Business Insider,agree disagree 6329/8471,left-center,https://www.allsides.com/news-source/insider-media-bias,6329,8471,0.4276351351351351,2.0
Business View Caribbean,agree disagree 3/3,center,https://www.allsides.com/news-source/business-view-caribbean-media-bias,3,3,0.5,3.0
Bustle,agree disagree 975/963,left-center,https://www.allsides.com/news-source/bustle,975,963,0.5030959752321982,2.0
Butler Radio,agree disagree 39/43,center,https://www.allsides.com/news-source/butler-radio-media-bias,39,43,0.47560975609756095,3.0
BuzzFeed News,agree disagree 29405/10152,left,https://www.allsides.com/news-source/buzzfeed-media-bias,29405,10152,0.743357686376621,1.0
Byron Donalds,agree disagree 64/97,right-center,https://www.allsides.com/news-source/byron-donalds-media-bias-0,64,97,0.39751552795031053,4.0
Byron Donalds,agree disagree 109/113,right-center,https://www.allsides.com/news-source/byron-donalds-media-bias,109,113,0.49099099099099097,4.0
Byron York,agree disagree 78/145,right,https://www.allsides.com/news-source/byron-york-media-bias,78,145,0.34977578475336324,5.0
C-SPAN,agree disagree 4659/1583,center,https://www.allsides.com/news-source/c-span,4659,1583,0.7463953860942005,3.0
Cal Thomas,agree disagree 106/148,right,https://www.allsides.com/news-source/cal-thomas-media-bias,106,148,0.41732283464566927,5.0
Caleb Paxton,agree disagree 34/64,right-center,https://www.allsides.com/news-source/caleb-paxton-media-bias,34,64,0.3469387755102041,4.0
California 18,agree disagree 27/35,center,https://www.allsides.com/news-source/california-18-media-bias,27,35,0.43548387096774194,3.0
California Examiner,agree disagree 38/39,center,https://www.allsides.com/news-source/california-examiner-media-bias,38,39,0.4935064935064935,3.0
California Globe,agree disagree 45/56,center,https://www.allsides.com/news-source/california-globe-media-bias,45,56,0.44554455445544555,3.0
CalMatters,agree disagree 1008/937,center,https://www.allsides.com/news-source/calmatters,1008,937,0.5182519280205655,3.0
CalWatchdog,agree disagree 672/707,center,https://www.allsides.com/news-source/calwatchdog,672,707,0.4873096446700508,3.0
Cambria Findley-Grubb,agree disagree 73/36,left,https://www.allsides.com/news-source/cambria-findley-grubb-media-bias,73,36,0.6697247706422018,1.0
Candace Owens,agree disagree 125/125,right,https://www.allsides.com/news-source/candace-owens-media-bias,125,125,0.5,5.0
Cape Cod Times,agree disagree 39/27,center,https://www.allsides.com/news-source/cape-cod-times-media-bias,39,27,0.5909090909090909,3.0
Cape Gazette,agree disagree 35/32,center,https://www.allsides.com/news-source/cape-gazette-media-bias,35,32,0.5223880597014925,3.0
Capecod.com,agree disagree 29/31,center,https://www.allsides.com/news-source/capecodcom-media-bias,29,31,0.48333333333333334,3.0
Capital & Main,agree disagree 46/35,left-center,https://www.allsides.com/news-source/capital-main-media-bias,46,35,0.5679012345679012,2.0
Capital Gazette,agree disagree 15/13,center,https://www.allsides.com/news-source/capital-gazette-media-bias,15,13,0.5357142857142857,3.0
Capital Research Center,agree disagree 194/200,right-center,https://www.allsides.com/news-source/capital-research-center-media-bias,194,200,0.49238578680203043,4.0
Capitol Beat,agree disagree 27/31,center,https://www.allsides.com/news-source/capitol-beat-media-bias,27,31,0.46551724137931033,3.0
Capitol Weekly,agree disagree 33/24,center,https://www.allsides.com/news-source/capitol-weekly-media-bias-0,33,24,0.5789473684210527,3.0
Cardinal News,agree disagree 30/23,center,https://www.allsides.com/news-source/cardinal-news-media-bias,30,23,0.5660377358490566,3.0
Care2,agree disagree 815/755,left,https://www.allsides.com/news-source/care-2,815,755,0.5191082802547771,1.0
Carlsbad Current-Argus,agree disagree 39/37,center,https://www.allsides.com/news-source/carlsbad-current-argus-media-bias,39,37,0.5131578947368421,3.0
Carnegie Endowment for International Peace,agree disagree 613/561,center,https://www.allsides.com/news-source/carnegie-endowment-international-peace,613,561,0.5221465076660988,3.0
Carriage Towne News,agree disagree 70/79,center,https://www.allsides.com/news-source/carriage-towne-news,70,79,0.4697986577181208,3.0
Carrie Lukas,agree disagree 330/332,right,https://www.allsides.com/news-source/carrie-lukas,330,332,0.4984894259818731,5.0
Carrie Severino,agree disagree 54/83,right-center,https://www.allsides.com/news-source/carrie-severino-media-bias,54,83,0.39416058394160586,4.0
Carsen Brunn,agree disagree 45/45,center,https://www.allsides.com/news-source/carsen-brunn-media-bias,45,45,0.5,3.0
Casper Star-Tribune,agree disagree 43/41,center,https://www.allsides.com/news-source/casper-star-tribune-media-bias,43,41,0.5119047619047619,3.0
Catholic Digest,agree disagree 37/153,right-center,https://www.allsides.com/news-source/catholic-digest-media-bias,37,153,0.19473684210526315,4.0
Catholic News Agency,agree disagree 80/176,right,https://www.allsides.com/news-source/catholic-news-agency-media-bias,80,176,0.3125,5.0
Catholic News Service,agree disagree 134/66,center,https://www.allsides.com/news-source/catholic-news-service-media-bias,134,66,0.67,3.0
Cathy Young,agree disagree 150/184,right-center,https://www.allsides.com/news-source/cathy-young-media-bias,150,184,0.4491017964071856,4.0
Cato Institute,agree disagree 1513/2014,right-center,https://www.allsides.com/news-source/cato-institute,1513,2014,0.4289764672526226,4.0
CBC News,agree disagree 817/703,left-center,https://www.allsides.com/news-source/cbc-news-media-bias,817,703,0.5375,2.0
CBN,agree disagree 7430/3777,right,https://www.allsides.com/news-source/cbn,7430,3777,0.6629784955831177,5.0
CBS 17,agree disagree 36/45,center,https://www.allsides.com/news-source/cbs-17-media-bias,36,45,0.4444444444444444,3.0
CBS 3 WWMT,agree disagree 3/2,left-center,https://www.allsides.com/news-source/cbs-3-wwmt-media-bias,3,2,0.6,2.0
CBS 4 KDBC,agree disagree 31/30,center,https://www.allsides.com/news-source/cbs-4-kdbc-media-bias,31,30,0.5081967213114754,3.0
CBS 58,agree disagree 41/39,center,https://www.allsides.com/news-source/cbs-58-media-bias,41,39,0.5125,3.0
CBS 7 Midland,agree disagree 29/36,center,https://www.allsides.com/news-source/cbs-7-midland-media-bias,29,36,0.4461538461538462,3.0
CBS Austin KEYE,agree disagree 39/46,center,https://www.allsides.com/news-source/cbs-austin-keye-media-bias,39,46,0.4588235294117647,3.0
CBS News (Online),agree disagree 21994/14309,left-center,https://www.allsides.com/news-source/cbs-news-media-bias,21994,14309,0.605845246949288,2.0
Cecil Whig,agree disagree 30/29,center,https://www.allsides.com/news-source/cecil-whig-media-bias,30,29,0.5084745762711864,3.0
Center For American Progress,agree disagree 1512/1960,left-center,https://www.allsides.com/news-source/center-american-progress,1512,1960,0.43548387096774194,2.0
Center for Countering Digital Hate,agree disagree 161/61,left,https://www.allsides.com/news-source/center-countering-digital-hate-media-bias,161,61,0.7252252252252253,1.0
Center for Humane Technology,agree disagree 64/60,center,https://www.allsides.com/news-source/center-humane-technology-media-bias,64,60,0.5161290322580645,3.0
Center for Media & Democracy PR Watch,agree disagree 359/446,left-center,https://www.allsides.com/news-source/center-media-democracy-pr-watch,359,446,0.44596273291925465,2.0
Center for Public Integrity,agree disagree 862/1025,left-center,https://www.allsides.com/news-source/center-public-integrity,862,1025,0.456809750927398,2.0
Center for Strategic and Budgetary Assessments,agree disagree 453/553,right-center,https://www.allsides.com/news-source/cent-strategic-and-budgetary-assessments,453,553,0.45029821073558646,4.0
Center on Budget and Policy Priorities,agree disagree 1024/798,left,https://www.allsides.com/news-source/center-budget-and-policy-priorities-0,1024,798,0.562019758507135,1.0
Center Post Dispatch,agree disagree 29/35,center,https://www.allsides.com/news-source/center-post-dispatch-media-bias,29,35,0.453125,3.0
Central Jersey News,agree disagree 23/33,center,https://www.allsides.com/news-source/central-jersey-news-media-bias,23,33,0.4107142857142857,3.0
Central Maine Morning Sentinel,agree disagree 34/30,center,https://www.allsides.com/news-source/central-maine-morning-sentinel-media-bias,34,30,0.53125,3.0
Central News Channel Nebraska,agree disagree 28/22,center,https://www.allsides.com/news-source/central-news-channel-nebraska-media-bias,28,22,0.56,3.0
Centre View,agree disagree 712/768,left-center,https://www.allsides.com/news-source/centre-view,712,768,0.4810810810810811,2.0
Cerritos Community News,agree disagree 27/30,left-center,https://www.allsides.com/news-source/cerritos-community-news-media-bias,27,30,0.47368421052631576,2.0
Chadwick Moore,agree disagree 30/84,right,https://www.allsides.com/news-source/chadwick-moore-media-bias,30,84,0.2631578947368421,5.0
Chalkbeat,agree disagree 50/73,center,https://www.allsides.com/news-source/chalkbeat-media-bias,50,73,0.4065040650406504,3.0
Chalkbeat Chicago,agree disagree 27/26,center,https://www.allsides.com/news-source/chalkbeat-chicago-media-bias,27,26,0.5094339622641509,3.0
Chan Lowe (cartoonist),agree disagree 350/301,left,https://www.allsides.com/news-source/chan-lowe-cartoonist,350,301,0.5376344086021505,1.0
Channel 3000,agree disagree 32/30,center,https://www.allsides.com/news-source/channel-3000-media-bias,32,30,0.5161290322580645,3.0
Channel 4 News (UK),agree disagree 12/6,left-center,https://www.allsides.com/news-source/channel-4-news-uk-media-bias,12,6,0.6666666666666666,2.0
Charisma Magazine,agree disagree 33/88,right,https://www.allsides.com/news-source/charisma-magazine-media-bias,33,88,0.2727272727272727,5.0
Charles Blow,agree disagree 441/531,left-center,https://www.allsides.com/news-source/charles-blow,441,531,0.4537037037037037,2.0
Charles C. W. Cooke,agree disagree 47/100,right,https://www.allsides.com/news-source/charles-c-cooke-media-bias,47,100,0.3197278911564626,5.0
