Date,Title,Bias Rating
Feb 12 2024,Ukraine Claims It Has Proof Russian Troops Use Starlink—Which SpaceX Denies,center
Dec 26 2023,Israeli War Cabinet Meets to Consider Egyptian Proposal to End War in Gaza,center
Feb 01 2023,Ukraine raids home of billionaire in war-time anti-corruption crackdown,center
Sep 14 2022,"With successful Kharkiv operation, Ukraine turns the war in its favor",center
Sep 11 2022,Ukraine pushes big counteroffensive as war marks 200 days,left
Feb 08 2024,Ukraine and Israel Aid Bill Stalled in Senate as Divided G.O.P. Demands Changes,left
Aug 01 2023,Ukraine Escalating War Into Moscow With 2nd Drone Strike On Skyscraper Housing Government Ministries,right
Jan 18 2024,"Biden Accedes to Tougher Immigration Policy to Deflect Criticism, Secure Ukraine Aid",center
Sep 02 2022,War-Torn Ukraine Is Also an HIV and Tuberculosis Hot Spot,center
Jan 24 2023,The War In Ukraine Is Finally Starting To Pay Off For Big Defense Contractors,right
Aug 31 2023,"Ukraine steps up air war with Russia using homegrown drones, Moscow retaliates against Kyiv",right
Aug 30 2022,Russia-Ukraine War: What Weapons Are The Two Sides Using?,center
Jan 31 2024,Chicago approves cease-fire resolution in Israel-Hamas war,center
Jan 29 2024,Ukraine Officials Implicated In $40 Million Mortar Embezzlement Scheme,right
Feb 07 2024,"Senate Republicans Block Ukraine Aid, Border Security Package They'd Demanded",left
Feb 07 2024,Ukraine bill in limbo after Senate Republicans vote down border deal,right
Jan 19 2023,Russia’s Influence Wanes in Ex-Soviet States as It Pursues Ukraine War,center
Feb 07 2024,"After Whiffing On Border Security, Senate Plans Vote On Billions More To Ukraine",right
Feb 12 2024,Biden welcomes Jordan’s king as they try to frame a hostage deal in Israel-Hamas war,center
Jan 30 2024,How Biden Can Avoid Broadening the War in the Middle East,left
Apr 10 2023,Egypt planned to supply thousands of rockets to Russia amid Ukraine war – report,center
Dec 26 2023,Ukraine shifts Christmas celebration to Dec. 25,center
Feb 13 2024,The Senate passed critical aid for Ukraine and Israel. Here’s what the House could do next.,left
Feb 02 2024,"Russian Drone Attack In Ukraine Leaves 40,000 Without Power",center
Jul 22 2023,"Ukraine Invasion Day 515: Kerch Bridge “brings war, not peace” and is thus a military target",left
Jan 12 2024,Israel-Hamas war live updates: Israel defends Gaza war in genocide case at International Court of Justice,left
Dec 29 2022,"Full Lists of the Demands Russia, Ukraine Have Made to End War",center
Feb 13 2024,"Senate expected to pass controversial foreign aid bill sending billions to Ukraine, Israel and Taiwan",right
Jan 29 2024,Pentagon says it is not seeking war with Iran after Jordan attack,center
Feb 21 2024,Biden wants Americans to know most of the money he wants for Ukraine—nearly $40 billion—would be spent in the U.S.,center
Feb 21 2024,"Little Rock shooting leaves 1 dead, 1 injured on West 24th Street",center
Feb 14 2024,Turkey’s Erdogan to discuss Gaza war with Sissi in 1st Egypt visit since 2012,center
Jul 19 2023,Ukraine-Russia war live: Putin cancels South Africa trip over threat of arrest,center
Dec 08 2022,Ukraine war live updates: EU eyes new sanctions on Russia; Putin says war could be ‘lengthy’,center
Feb 05 2024,"Trump, House GOP Leaders Reject Senate Border-Ukraine Aid Deal",left
Feb 09 2024,Ukraine Mulls Contingency Plan to Keep IMF Funds Flowing If US Aid Stalls,left
Mar 27 2023,Orlando Bloom visits children affected by war in Ukraine: They 'need their childhoods back',right
Jan 21 2024,NATO to conduct biggest war games in decades as show of power against Russia,left
Jan 25 2024,How downed prisoner-of-war plane leaves Kyiv and Moscow blaming each other,left
Sep 13 2023,Live updates: North Korean leader offers his country's support to Russia amid its war in Ukraine,left
Jul 10 2023,"Russia-Ukraine War: NATO Leaders Meet, Bolstered by Turkey’s Abrupt Support for Sweden’s Entry",left
Feb 08 2024,Senate expected to vote on Ukraine and Israel aid after GOP blocked border bill,left
Feb 06 2024,Police Arrest 100+ Activists as They Take Over Pennsylvania Capitol to Protest War,left
Jan 25 2024,Ukraine aid imperiled by Trump demands to reject border compromise,right
Jul 10 2023,Biden Says Ukraine's War With Russia Must End Before the Country Can Join NATO,right
Feb 13 2024,Jordan's King Abdullah meeting with Biden highlights US ally's dilemma in Israel-Hamas war,right
Dec 25 2023,Ukraine Destroys Russian Fleet Ship: Air Force,center
Dec 01 2022,Biden 'prepared' to talk with Putin if serious about ending war in Ukraine,left
Mar 19 2023,"Ukraine war: Putin pays visit to occupied Mariupol, state media reports",center
Jun 03 2022,Russia may be in Ukraine to stay after 100 days of war,left
Mar 13 2023,Bakhmut battle lays bare high stakes for both sides in Ukraine war,center
Mar 12 2023,"'Navalny' wins the Oscar, and director Daniel Roher blasts Putin and the war in Ukraine",left
May 20 2023,Russia-Ukraine War: Zelensky Presses G7 as Fate of Bakhmut in Doubt Back Home,left
Feb 07 2024,"Border deal collapses; senators eye slimmed down package with Ukraine, Israel money",right
Jan 14 2024,The War on Terror Zombie Army Has Assembled,right
Mar 12 2024,Ukrainian educators travel to East Lansing for exchange program,center
Jan 24 2024,Russia Says Ukraine Shot Down Plane Carrying POWs,center
Jan 26 2024,U.N. Court Rules Israel’s War on Gaza Could Be a Genocide,left
Mar 01 2023,US seeks allies' backing for possible China sanctions over Ukraine war,center
Feb 13 2024,House Speaker Mike Johnson Dumps Cold Water on Senate's Ukraine Aid Plan as Bill Passes,not-yet-rated
Feb 06 2024,Biden tells Republicans 'to show some spine' and vote for border-Ukraine bill,right
Jan 04 2024,The Right Is Winning Its War on Schools,left
Feb 24 2023,Pentagon sending Ukraine these weapons in $2B package on war's 1-year mark,right
Apr 18 2022,Ukraine war: Mariupol defenders will fight to the end says PM,center
Feb 03 2024,"Haley trolls Trump, takes Civil War question in surprise ‘SNL’ appearance",left
Feb 03 2024,"Haley trolls Trump, takes Civil War question in surprise ‘SNL’ appearance",left
Apr 13 2022,Notes from a war: Resilience and anguish in a Ukraine under siege,center
Apr 08 2022,Food prices soar to record levels on Ukraine war disruptions,left
Dec 30 2023,The Biden Administration Is Quietly Shifting Its Strategy in Ukraine,left
Jan 12 2024,"Israel’s war in Gaza isn’t genocide, but is it proportionate?",center
Jan 28 2024,How Orban’s ties to Putin are putting European aid to Ukraine at risk,left
Oct 27 2022,Putin: ‘New world order’ will compensate for Russia’s losses in Ukraine war,right
Dec 30 2023,Russia blames Ukraine for deadly strikes in city near border,left
Mar 25 2022,BlackRock Chief Says Ukraine War Marks End to Globalization,right
Feb 07 2024,Israel-Gaza war: Hamas responds to ceasefire offer with 135-day truce plan,center
Mar 23 2022,What is a war crime and could Putin be prosecuted over Ukraine?,center
Mar 31 2022,How do Russians get news about the war in Ukraine?,center
Mar 23 2022,Kremlin veteran quits over Ukraine war and leaves Russia,center
Feb 05 2024,"Senate releases $118 billion package addressing southern border, aid for Ukraine and Israel",left
Jan 29 2024,Biden Spox Kirby Says US Does Not Want War With Iran,center
Mar 14 2022,Lawmakers fear Ukraine could spiral into US-Russian war,center
Oct 14 2022,Ukraine Needs to Prioritize Three Things to Survive Winter War: WHO,center
Jan 29 2024,Biden considering response to attack in Jordan as calls come for war with Iran,right
Apr 28 2023,Ex-NATO Commander Warns U.S. Running Low on Ammo as Ukraine War Drags On,center
Dec 29 2023,Russia unleashes huge missile and drone attack across Ukraine,left
Mar 13 2022,The White House is briefing TikTok stars about the war in Ukraine,left
Mar 13 2022,The War In Ukraine Exposes The World's Utter Reliance On Fossil Fuels,left
Mar 12 2022,Ukraine war: Fact-checking Russia's biological weapons claims,center
Mar 10 2022,How will Russia’s war with Ukraine end? Here are 5 possible outcomes,center
Feb 04 2024,House Republicans vow to kill Senate border-Ukraine deal after text released,right
Mar 10 2022,"What is a war crime, and could Putin be prosecuted over Ukraine?",center
Mar 02 2022,International Criminal Court opens Ukraine war crimes investigation,left
Mar 02 2022,Ukraine: Watching the war on Russian TV - a whole different story,center
Mar 02 2022,UN Assembly votes to demand that Russia stop war in Ukraine,left
Feb 24 2022,Russia invades Ukraine as Putin declares war to ‘demilitarise’ neighbour,left
Feb 07 2023,Biden to visit Poland later this month to mark Ukraine war anniversary: report,right
Mar 04 2022,Kamala Harris to travel to Poland amid Russia-Ukraine war,right
Feb 15 2024,World War II-era ship found in Lake Superior over 80 years after its sinking,center
Jan 23 2024,"Trump, Haley spar in New Hampshire over foreign wars",center
Jan 23 2024,Nuclear War Update as New Doomsday Clock Prediction Revealed,center
Jan 23 2024,War on Gaza: 21 Israeli soldiers killed by Hamas attack,left
Jun 13 2023,"U.S. lawmakers want South Africa to face consequences for ""support for Russia"" amid Ukraine war",left
Feb 16 2024,"Alexei Navalny dead in Russian prison: Gen. Keane says Putin believes US, Europe 'taking a knee' on Ukraine",right
Feb 05 2024,"Blinken meets with the Saudi crown prince, hoping to rally support to end the war in Gaza.",left
Jan 29 2023,Ukraine enters uncharted territory with request to investigate Russian cyberattacks as war crimes,center
Sep 22 2022,Ukraine war: Russians flee to border after military call-up,center
Feb 05 2024,Deceased Bellevue resident had military-grade Cold War-era rocket in the garage,not-yet-rated
Sep 17 2022,Ukraine war: Biden warns Putin not to use tactical nuclear weapons,center
Feb 13 2024,"Senate passes $95.3 billion aid package for Ukraine, Israel and Taiwan after rare all-night session",right
Dec 30 2023,"Disunion, Slavery, and the Causes of the Civil War",right
Feb 13 2024,"Senate passes $95.3 billion aid package for Ukraine, Israel and Taiwan after rare all-night session",left
Oct 20 2023,Israel war: Kremlin threatens nuclear war after Biden compares Russia to Hamas,right
Jan 14 2022,The US Must Prepare for War Against Russia Over Ukraine,center
Feb 12 2024,Speaker Mike Johnson signals House won’t take up Senate’s Ukraine-Israel-Taiwan aid bill,right
Jan 25 2024,Ukraine Says Russia Pulled ‘VIP’ Passengers Off Doomed Plane,left
Oct 07 2023,Russia is preparing for Forever War,right
Apr 10 2023,Leaked secret Pentagon documents lift the lid on U.S. spying on Russia’s war in Ukraine,left
Jan 31 2024,Biden Stands at the Precipice of a Greater War in the Middle East and His Political Future,left
Feb 06 2024,"No. 3 Senate Republican rejects Ukraine-border bill, adding to growing list of GOP opponents",right
Aug 24 2022,"Ukraine marks 31 years of independence, 6 months of war, and spirit of defiance",right
Aug 19 2022,Doctors stay in Ukraine’s war-hit towns: ‘People need us’,left
Jul 12 2023,"Biden mocks press, says Ukraine will join NATO ‘an hour and 20 minutes’ after war",right
Jan 06 2024,The Civil War Could Have Been Negotiated,left
Dec 05 2023,Ukraine’s US lifeline is hanging by a thinning thread,left
Oct 24 2019,The Cost of Trump’s Aid Freeze in the Trenches of Ukraine’s War,left
Feb 03 2024,Police: Inert Cold War-era missile found in garage of Washington state home,left
Dec 14 2023,E.U. Leaders Agree to Open Membership Talks With Ukraine,left
Jul 09 2023,Biden Admin Shipping Cluster Bombs to Ukraine 1 Year After Saying Use Is a Potential War Crime,not-yet-rated
Dec 26 2022,Ukraine war: Drone attack on Russian bomber base leaves three dead,center
Jan 02 2024,Four Killed In Russian Missile Attacks On Ukraine,center
Jan 12 2024,Civil War To Semiconductors: Taiwan Facts As Island Votes,center
Feb 04 2024,"Senate unveils bipartisan $118 billion 'Emergency National Security' bill – giving $60 billion to Ukraine, $20 billion for US border security",right
Sep 24 2023,Russian Foreign Minister Sergey Lavrov says the US is 'directly at war' with Moscow as the White House continues to pledge weapons to Ukraine,left
Sep 25 2023,Monday World Awakens to Truth about Ukraine War After Canadian Parliament Honored Actual Nazi Waffen-SS Member,right
Dec 12 2023,Zelenskyy and Biden to meet as Ukraine aid package stalls in Congress,left
Mar 15 2023,Ukraine war: Florida's Ron DeSantis invited to visit after 'territorial dispute' remarks,center
Dec 10 2022,Ukraine war: US says Iran now Russia's 'top military backer',center
Dec 13 2023,"Hopes for a border, Ukraine deal before Christmas fade",left
Mar 15 2024,Houthis claiming upgrade in missiles,left
Nov 28 2023,Israel’s War of Decision,right
Dec 04 2022,"Ukraine war: Fighting set to slow for winter months, says US intelligence",center
Dec 01 2022,Biden Insists ‘One Way’ for Putin to End War: ‘Pull Out of Ukraine’,right
Jan 23 2024,24 troops killed in Gaza during IDF’s bloodiest day of the war,right
Dec 02 2022,Pope Francis: The effects of the war in Ukraine are being felt all over the world,right
Dec 10 2023,Biden to Host Zelensky In Bid to Boost Support for Ukraine,left
Jun 29 2022,Ukraine war: Kremenchuk shopping centre attack claims fact-checked,center
Feb 04 2024,"In surprise 'SNL' appearance, Nikki Haley jokes about Trump and her Civil War controversy",left
Nov 22 2023,The Basic Truths About Ukraine,center
Feb 09 2024,"Senate advances $95B Ukraine, Israel aid bill with filibuster-proof majority after border deal implodes",right
Mar 13 2024,Putin warns again that Russia is ready to use nuclear weapons if its sovereignty is threatened,left
May 11 2023,US accuses South Africa of secretly arming Russia in its war effort against Ukraine,left
Feb 05 2024,"Markey calls out House speaker for inflexibility on border deal, aid for Ukraine, Israel, Asia-Pacific",left
